audit_size,adaptive_query_count,zcdp_rho_budget,score_dimension,method,population_gradient_bias_mean,clean_gradient_cosine_mean,false_positive_direction_rate,usable_release_rounds_mean,privacy_rho_spent_mean
128,100,0.1,8,privacy_stable_reusable_audit_gradient,0.9452274418731281,0.1013399736757222,0.376,100.0,0.10000000000000006
128,100,0.1,8,reusable_holdout_thresholdout,0.022467542685600243,0.9693404929884377,0.0,100.0,0.0
128,100,0.1,32,H001_single_query_correction,0.008500034663274005,0.9945126668379972,0.0,100.0,0.0
128,100,0.1,32,disjoint_sample_splitting,0.01757129266167968,0.9758359060568316,0.0,4.0,0.0
128,100,0.1,32,fresh_audit_oracle,0.0,1.0,0.0,100.0,0.0
128,100,0.1,32,generic_holdout_binary_release,0.012820570275811113,0.9879672230309126,0.0,100.0,0.0
128,100,0.1,32,naive_exact_audit_reuse,0.009191147853305876,0.9934678232192578,0.0,100.0,0.0
128,100,0.1,32,once_trained_private_reward_model,1.4884614869665813,0.018096434110280345,0.4,100.0,0.0
128,100,0.1,32,privacy_stable_reusable_audit_gradient,1.9573812773440806,0.03386409160046081,0.42200000000000004,100.0,0.10000000000000006
128,100,0.1,32,reusable_holdout_thresholdout,0.012820570275811113,0.9879672230309126,0.0,100.0,0.0
128,100,0.3,2,H001_single_query_correction,0.027627296787527688,0.9738940362309499,0.0,100.0,0.0
128,100,0.3,2,disjoint_sample_splitting,0.05932914022551057,0.759498256258794,0.05,4.0,0.0
128,100,0.3,2,fresh_audit_oracle,0.0,1.0,0.0,100.0,0.0
128,100,0.3,2,generic_holdout_binary_release,0.057559712031033564,0.38642100350984443,0.6,100.0,0.0
128,100,0.3,2,naive_exact_audit_reuse,0.03064290580406908,0.9616286545333097,0.0,100.0,0.0
128,100,0.3,2,once_trained_private_reward_model,0.1656454816112939,0.6420440631889319,0.176,100.0,0.0
128,100,0.3,2,privacy_stable_reusable_audit_gradient,0.24827417629095092,0.2423170270927192,0.344,100.0,0.3000000000000002
128,100,0.3,2,reusable_holdout_thresholdout,0.04822765733876365,0.8849353322815178,0.0,100.0,0.0
128,100,0.3,8,H001_single_query_correction,0.012883532515411106,0.9876240229132401,0.0,100.0,0.0
128,100,0.3,8,disjoint_sample_splitting,0.028885360235389596,0.9428544218270456,0.0,4.0,0.0
128,100,0.3,8,fresh_audit_oracle,0.0,1.0,0.0,100.0,0.0
128,100,0.3,8,generic_holdout_binary_release,0.028148240628875304,0.8967151574702079,0.072,100.0,0.0
128,100,0.3,8,naive_exact_audit_reuse,0.018999341533690133,0.9777230014231165,0.0,100.0,0.0
128,100,0.3,8,once_trained_private_reward_model,0.42081085491368564,-0.022805146512013885,0.5900000000000001,100.0,0.0
128,100,0.3,8,privacy_stable_reusable_audit_gradient,0.5560263689689675,0.13538250095156754,0.348,100.0,0.3000000000000002
128,100,0.3,8,reusable_holdout_thresholdout,0.021809970685297764,0.9711279673598858,0.0,100.0,0.0
128,100,0.3,32,H001_single_query_correction,0.008500034663274005,0.9945126668379972,0.0,100.0,0.0
128,100,0.3,32,disjoint_sample_splitting,0.01757129266167968,0.9758359060568316,0.0,4.0,0.0
128,100,0.3,32,fresh_audit_oracle,0.0,1.0,0.0,100.0,0.0
128,100,0.3,32,generic_holdout_binary_release,0.012820570275811113,0.9879672230309126,0.0,100.0,0.0
128,100,0.3,32,naive_exact_audit_reuse,0.009191147853305876,0.9934678232192578,0.0,100.0,0.0
128,100,0.3,32,once_trained_private_reward_model,0.9215065221228922,-0.009926075599245682,0.5119999999999999,100.0,0.0
128,100,0.3,32,privacy_stable_reusable_audit_gradient,1.134088962464375,0.07684165005520875,0.35400000000000004,100.0,0.3000000000000002
128,100,0.3,32,reusable_holdout_thresholdout,0.012820570275811113,0.9879672230309126,0.0,100.0,0.0
128,100,1.0,2,H001_single_query_correction,0.027627296787527688,0.9738940362309499,0.0,100.0,0.0
128,100,1.0,2,disjoint_sample_splitting,0.05932914022551057,0.759498256258794,0.05,4.0,0.0
128,100,1.0,2,fresh_audit_oracle,0.0,1.0,0.0,100.0,0.0
128,100,1.0,2,generic_holdout_binary_release,0.057559712031033564,0.38642100350984443,0.6,100.0,0.0
128,100,1.0,2,naive_exact_audit_reuse,0.03064290580406908,0.9616286545333097,0.0,100.0,0.0
128,100,1.0,2,once_trained_private_reward_model,0.09183923612732967,0.66018758677081,0.084,100.0,0.0
128,100,1.0,2,privacy_stable_reusable_audit_gradient,0.13960737629322456,0.42831024879208623,0.21400000000000002,100.0,1.0000000000000007
128,100,1.0,2,reusable_holdout_thresholdout,0.048380978798692825,0.841933264585565,0.0,100.0,0.0
128,100,1.0,8,H001_single_query_correction,0.012883532515411106,0.9876240229132401,0.0,100.0,0.0
128,100,1.0,8,disjoint_sample_splitting,0.028885360235389596,0.9428544218270456,0.0,4.0,0.0
128,100,1.0,8,fresh_audit_oracle,0.0,1.0,0.0,100.0,0.0
128,100,1.0,8,generic_holdout_binary_release,0.028148240628875304,0.8967151574702079,0.072,100.0,0.0
128,100,1.0,8,naive_exact_audit_reuse,0.018999341533690133,0.9777230014231165,0.0,100.0,0.0
128,100,1.0,8,once_trained_private_reward_model,0.22611894590937104,0.3300032082129979,0.092,100.0,0.0
128,100,1.0,8,privacy_stable_reusable_audit_gradient,0.29965586374076514,0.216204280141086,0.246,100.0,1.0000000000000007
128,100,1.0,8,reusable_holdout_thresholdout,0.024660226686127343,0.9633795725800136,0.0,100.0,0.0
128,100,1.0,32,H001_single_query_correction,0.008500034663274005,0.9945126668379972,0.0,100.0,0.0
128,100,1.0,32,disjoint_sample_splitting,0.01757129266167968,0.9758359060568316,0.0,4.0,0.0
128,100,1.0,32,fresh_audit_oracle,0.0,1.0,0.0,100.0,0.0
128,100,1.0,32,generic_holdout_binary_release,0.012820570275811113,0.9879672230309126,0.0,100.0,0.0
